Q,Region,CBA,CBT
2023-10-01,gran_buenos_aires,155630,334600
2023-10-01,noreste,140170,283150
2023-10-01,noroeste,135160,270330
2023-10-01,pampeana,153730,330520
2023-10-01,patagonia,160640,391950
2023-11-01,cuyo,143340,321080
2023-11-01,gran_buenos_aires,158970,335420
2023-11-01,noreste,143600,282890
2023-11-01,noroeste,138580,270230
2023-11-01,pampeana,157620,331000
2023-11-01,patagonia,163860,391620
2023-12-01,cuyo,145230,319500
2023-12-01,gran_buenos_aires,162910,335600
2023-12-01,noreste,146930,283580
2023-12-01,noroeste,141210,271130
2023-12-01,pampeana,160770,331180
2023-12-01,patagonia,167300,391490
2024-01-01,cuyo,141890,316420
2024-01-01,gran_buenos_aires,160340,335110
2024-01-01,noreste,143230,280720
2024-01-01,noroeste,137880,267480
2024-01-01,pampeana,158080,330390
2024-01-01,patagonia,164090,390540
2024-02-01,cuyo,141540,321300
2024-02-01,gran_buenos_aires,160150,342730
2024-02-01,noreste,143250,286490
2024-02-01,noroeste,137620,272480
2024-02-01,pampeana,157620,337310
2024-02-01,patagonia,164380,397790
2024-03-01,cuyo,141970,326530
2024-03-01,gran_buenos_aires,161150,348090
2024-03-01,noreste,143000,288860
2024-03-01,noroeste,138050,276090
2024-03-01,pampeana,158150,341600
2024-03-01,patagonia,164420,402830
2024-04-01,cuyo,138280,326340
2024-04-01,gran_buenos_aires,156470,347370
2024-04-01,noreste,138790,287290
2024-04-01,noroeste,134960,278030
2024-04-01,pampeana,153860,340040
2024-04-01,patagonia,159290,399820
2024-05-01,cuyo,138830,324870
2024-05-01,gran_buenos_aires,156120,343470
2024-05-01,noreste,138230,284750
2024-05-01,noroeste,135450,276310
2024-05-01,pampeana,154450,338250
2024-05-01,patagonia,158440,394520
2024-06-01,cuyo,135500,321130
2024-06-01,gran_buenos_aires,152510,338580
2024-06-01,noreste,134920,280620
2024-06-01,noroeste,132440,272820
2024-06-01,pampeana,150740,334650
2024-06-01,patagonia,154820,390150
2024-07-01,cuyo,122690,308390
2024-07-01,gran_buenos_aires,137650,324990
2024-07-01,noreste,123210,272300
2024-07-01,noroeste,119540,261920
2024-07-01,pampeana,136340,321770
2024-07-01,patagonia,142080,380770
2024-08-01,cuyo,122690,308390
2024-08-01,gran_buenos_aires,137650,324990
2024-08-01,noreste,123210,272300
2024-08-01,noroeste,119540,261920
2024-08-01,pampeana,136340,321770
2024-08-01,patagonia,142080,380770
2024-09-01,cuyo,122690,308390
2024-09-01,gran_buenos_aires,137650,324990
2024-09-01,noreste,123210,272300
2024-09-01,noroeste,119540,261920
2024-09-01,pampeana,136340,321770
2024-09-01,patagonia,142080,380770
2024-10-01,cuyo,122690,308390
2024-10-01,gran_buenos_aires,137650,324990
2024-10-01,noreste,123210,272300
2024-10-01,noroeste,119540,261920
2024-10-01,pampeana,136340,321770
2024-10-01,patagonia,142080,380770
2024-11-01,cuyo,122690,308390
2024-11-01,gran_buenos_aires,137650,324990
2024-11-01,noreste,123210,272300
2024-11-01,noroeste,119540,261920
2024-11-01,pampeana,136340,321770
2024-11-01,patagonia,142080,380770
2024-12-01,cuyo,122690,308390
2024-12-01,gran_buenos_aires,137650,324990
2024-12-01,noreste,123210,272300
2024-12-01,noroeste,119540,261920
2024-12-01,pampeana,136340,321770
2024-12-01,patagonia,142080,380770
2025-01-01,cuyo,122690,308390
2025-01-01,gran_buenos_aires,137650,324990
2025-01-01,noreste,123210,272300
2025-01-01,noroeste,119540,261920
2025-01-01,pampeana,136340,321770
2025-01-01,patagonia,142080,380770
2025-02-01,cuyo,122690,308390
2025-02-01,gran_buenos_aires,137650,324990
2025-02-01,noreste,123210,272300
2025-02-01,noroeste,119540,261920
2025-02-01,pampeana,136340,321770
2025-02-01,patagonia,142080,380770
2025-03-01,cuyo,122690,308390
2025-03-01,gran_buenos_aires,137650,324990
2025-03-01,noreste,123210,272300
2025-03-01,noroeste,119540,261920
2025-03-01,pampeana,136340,321770
2025-03-01,patagonia,142080,380770
